timetag,sensor,service,PID,param_A,param_B,calc_value
158083,InstFuelRate_custom,0X0,0X0,0,0,0.66
158083,AvgFuelRate_custom,0X0,0X0,0,0,inf
158083,BoostPress_custom,0X0,0X0,0,0,-5.00
158162,CoolantTemp,0X1,0X5,146,0,106.00
158237,OilTemp,0X22,0X5822,166,0,106.00
158318,OilPress,0X22,0X586f,2804,0,10264.00
158400,FuelPress,0X1,0X23,640,0,1638500.00
158475,MAP,0X1,0Xb,95,0,95.00
158622,BaroPress,0X1,0X33,0,0,100.00
158697,RunTime,0X1,0X1f,189,0,189.00
158855,AFR,0X1,0X44,0,0,0.99
158935,MAF,0X1,0X10,709,0,1816.00
159015,RPM,0X1,0Xc,0,0,1929.50
159095,EngineLoad,0X1,0X4,0,0,14.51
159095,InstFuelRate_custom,0X0,0X0,0,0,inf
159095,AvgFuelRate_custom,0X0,0X0,0,0,inf
159095,BoostPress_custom,0X0,0X0,0,0,-5.00
159185,CoolantTemp,0X1,0X5,146,0,106.00
159265,OilTemp,0X22,0X5822,166,0,106.00
159340,OilPress,0X22,0X586f,2863,0,10482.00
159415,FuelPress,0X1,0X23,625,0,1600100.00
159495,MAP,0X1,0Xb,95,0,95.00
160114,BaroPress,0X1,0X33,0,0,100.00
160184,RunTime,0X1,0X1f,190,0,190.00
160875,AFR,0X1,0X44,0,0,0.92
160955,MAF,0X1,0X10,1020,0,2612.00
161035,RPM,0X1,0Xc,0,0,1924.50
161116,EngineLoad,0X1,0X4,0,0,21.57
161116,InstFuelRate_custom,0X0,0X0,0,0,inf
161116,AvgFuelRate_custom,0X0,0X0,0,0,inf
161116,BoostPress_custom,0X0,0X0,0,0,-5.00
161206,CoolantTemp,0X1,0X5,146,0,106.00
161288,OilTemp,0X22,0X5822,166,0,106.00
161363,OilPress,0X22,0X586f,3017,0,11051.00
161443,FuelPress,0X1,0X23,711,0,1820260.00
161517,MAP,0X1,0Xb,96,0,96.00
161916,BaroPress,0X1,0X33,0,0,100.00
162006,RunTime,0X1,0X1f,192,0,192.00
162166,AFR,0X1,0X44,0,0,1.00
162258,MAF,0X1,0X10,1195,0,3060.00
162355,RPM,0X1,0Xc,0,0,1931.00
162423,EngineLoad,0X1,0X4,0,0,26.67
162424,InstFuelRate_custom,0X0,0X0,0,0,0.99
162424,AvgFuelRate_custom,0X0,0X0,0,0,inf
162424,BoostPress_custom,0X0,0X0,0,0,-4.00
162519,CoolantTemp,0X1,0X5,146,0,106.00
162594,OilTemp,0X22,0X5822,166,0,106.00
162676,OilPress,0X22,0X586f,3140,0,11505.00
162757,FuelPress,0X1,0X23,776,0,1986660.00
162837,MAP,0X1,0Xb,95,0,95.00
163156,BaroPress,0X1,0X33,0,0,100.00
163234,RunTime,0X1,0X1f,193,0,193.00
163383,AFR,0X1,0X44,0,0,0.95
163457,MAF,0X1,0X10,1187,0,3039.00
163538,RPM,0X1,0Xc,0,0,1927.00
163614,EngineLoad,0X1,0X4,0,0,25.49
163614,InstFuelRate_custom,0X0,0X0,0,0,inf
163614,AvgFuelRate_custom,0X0,0X0,0,0,inf
163614,BoostPress_custom,0X0,0X0,0,0,-5.00
163699,CoolantTemp,0X1,0X5,146,0,106.00
163774,OilTemp,0X22,0X5822,166,0,106.00
163855,OilPress,0X22,0X586f,3209,0,11760.00
163935,FuelPress,0X1,0X23,771,0,1973860.00
164015,MAP,0X1,0Xb,95,0,95.00
164174,BaroPress,0X1,0X33,0,0,100.00
164254,RunTime,0X1,0X1f,194,0,194.00
164329,AFR,0X1,0X44,0,0,0.95
164404,MAF,0X1,0X10,1251,0,3203.00
164479,RPM,0X1,0Xc,0,0,1924.50
164554,EngineLoad,0X1,0X4,0,0,26.27
164554,InstFuelRate_custom,0X0,0X0,0,0,inf
164554,AvgFuelRate_custom,0X0,0X0,0,0,inf
164554,BoostPress_custom,0X0,0X0,0,0,-5.00
164646,CoolantTemp,0X1,0X5,146,0,106.00
164726,OilTemp,0X22,0X5822,166,0,106.00
164806,OilPress,0X22,0X586f,3229,0,11834.00
164886,FuelPress,0X1,0X23,772,0,1976420.00
164968,MAP,0X1,0Xb,95,0,95.00
165443,BaroPress,0X1,0X33,0,0,100.00
165518,RunTime,0X1,0X1f,196,0,196.00
165597,AFR,0X1,0X44,0,0,0.95
165676,MAF,0X1,0X10,1326,0,3395.00
165755,RPM,0X1,0Xc,0,0,1916.50
165834,EngineLoad,0X1,0X4,0,0,27.06
165835,InstFuelRate_custom,0X0,0X0,0,0,inf
165835,AvgFuelRate_custom,0X0,0X0,0,0,inf
165835,BoostPress_custom,0X0,0X0,0,0,-5.00
165926,CoolantTemp,0X1,0X5,146,0,106.00
166006,OilTemp,0X22,0X5822,166,0,106.00
166087,OilPress,0X22,0X586f,3226,0,11823.00
166166,FuelPress,0X1,0X23,760,0,1945700.00
166234,MAP,0X1,0Xb,95,0,95.00
166314,BaroPress,0X1,0X33,0,0,100.00
166394,RunTime,0X1,0X1f,196,0,196.00
166549,AFR,0X1,0X44,0,0,1.04
166624,MAF,0X1,0X10,1212,0,3103.00
166704,RPM,0X1,0Xc,0,0,1918.00
166784,EngineLoad,0X1,0X4,0,0,23.53
166785,InstFuelRate_custom,0X0,0X0,0,0,1.00
166785,AvgFuelRate_custom,0X0,0X0,0,0,inf
166785,BoostPress_custom,0X0,0X0,0,0,-5.00
166863,CoolantTemp,0X1,0X5,147,0,107.00
166939,OilTemp,0X22,0X5822,166,0,106.00
167020,OilPress,0X22,0X586f,3204,0,11742.00
167094,FuelPress,0X1,0X23,701,0,1794660.00
167163,MAP,0X1,0Xb,96,0,96.00
167397,BaroPress,0X1,0X33,0,0,100.00
167477,RunTime,0X1,0X1f,198,0,198.00
167796,AFR,0X1,0X44,0,0,1.05
167877,MAF,0X1,0X10,1089,0,2788.00
167957,RPM,0X1,0Xc,0,0,1897.50
168037,EngineLoad,0X1,0X4,0,0,23.53
168037,InstFuelRate_custom,0X0,0X0,0,0,0.90
168037,AvgFuelRate_custom,0X0,0X0,0,0,inf
168038,BoostPress_custom,0X0,0X0,0,0,-4.00
168128,CoolantTemp,0X1,0X5,147,0,107.00
168210,OilTemp,0X22,0X5822,166,0,106.00
168285,OilPress,0X22,0X586f,3208,0,11757.00
168354,FuelPress,0X1,0X23,709,0,1815140.00
168423,MAP,0X1,0Xb,95,0,95.00
168735,BaroPress,0X1,0X33,0,0,100.00
168815,RunTime,0X1,0X1f,199,0,199.00
169054,AFR,0X1,0X44,0,0,0.98
169123,MAF,0X1,0X10,1006,0,2576.00
169204,RPM,0X1,0Xc,0,0,1892.00
169273,EngineLoad,0X1,0X4,0,0,22.35
169274,InstFuelRate_custom,0X0,0X0,0,0,inf
169274,AvgFuelRate_custom,0X0,0X0,0,0,inf
169274,BoostPress_custom,0X0,0X0,0,0,-5.00
169359,CoolantTemp,0X1,0X5,147,0,107.00
169434,OilTemp,0X22,0X5822,166,0,106.00
169520,OilPress,0X22,0X586f,3165,0,11598.00
169595,FuelPress,0X1,0X23,717,0,1835620.00
169663,MAP,0X1,0Xb,95,0,95.00
169894,BaroPress,0X1,0X33,0,0,100.00
169963,RunTime,0X1,0X1f,200,0,200.00
170038,AFR,0X1,0X44,0,0,0.95
170119,MAF,0X1,0X10,1003,0,2568.00
170198,RPM,0X1,0Xc,0,0,1874.00
170279,EngineLoad,0X1,0X4,0,0,22.35
170279,InstFuelRate_custom,0X0,0X0,0,0,inf
170279,AvgFuelRate_custom,0X0,0X0,0,0,inf
170279,BoostPress_custom,0X0,0X0,0,0,-5.00
170365,CoolantTemp,0X1,0X5,147,0,107.00
170445,OilTemp,0X22,0X5822,166,0,106.00
170525,OilPress,0X22,0X586f,3114,0,11409.00
170606,FuelPress,0X1,0X23,713,0,1825380.00
170686,MAP,0X1,0Xb,95,0,95.00
170844,BaroPress,0X1,0X33,0,0,100.00
170914,RunTime,0X1,0X1f,201,0,201.00
171138,AFR,0X1,0X44,0,0,0.95
171218,MAF,0X1,0X10,528,0,1352.00
171299,RPM,0X1,0Xc,0,0,1773.00
171374,EngineLoad,0X1,0X4,0,0,9.02
171374,InstFuelRate_custom,0X0,0X0,0,0,inf
171374,AvgFuelRate_custom,0X0,0X0,0,0,inf
171374,BoostPress_custom,0X0,0X0,0,0,-5.00
171459,CoolantTemp,0X1,0X5,147,0,107.00
171534,OilTemp,0X22,0X5822,166,0,106.00
171615,OilPress,0X22,0X586f,13,0,-51.00
171695,FuelPress,0X1,0X23,435,0,1113700.00
171775,MAP,0X1,0Xb,74,0,74.00
171855,BaroPress,0X1,0X33,0,0,100.00
171936,RunTime,0X1,0X1f,202,0,202.00
172175,AFR,0X1,0X44,0,0,1.64
172254,MAF,0X1,0X10,456,0,1168.00
172323,RPM,0X1,0Xc,0,0,2151.00
172398,EngineLoad,0X1,0X4,0,0,8.24
172399,InstFuelRate_custom,0X0,0X0,0,0,0.38
172399,AvgFuelRate_custom,0X0,0X0,0,0,inf
172399,BoostPress_custom,0X0,0X0,0,0,-26.00
172483,CoolantTemp,0X1,0X5,147,0,107.00
172563,OilTemp,0X22,0X5822,166,0,106.00
172638,OilPress,0X22,0X586f,3517,0,12899.00
172719,FuelPress,0X1,0X23,550,0,1408100.00
172799,MAP,0X1,0Xb,94,0,94.00
173016,BaroPress,0X1,0X33,0,0,100.00
173096,RunTime,0X1,0X1f,203,0,203.00
173176,AFR,0X1,0X44,0,0,0.97
173256,MAF,0X1,0X10,795,0,2036.00
173336,RPM,0X1,0Xc,0,0,2124.00
173415,EngineLoad,0X1,0X4,0,0,13.73
173416,InstFuelRate_custom,0X0,0X0,0,0,inf
173416,AvgFuelRate_custom,0X0,0X0,0,0,inf
173416,BoostPress_custom,0X0,0X0,0,0,-6.00
173505,CoolantTemp,0X1,0X5,147,0,107.00
173585,OilTemp,0X22,0X5822,166,0,106.00
173666,OilPress,0X22,0X586f,3654,0,13405.00
173746,FuelPress,0X1,0X23,690,0,1766500.00
173825,MAP,0X1,0Xb,95,0,95.00
174064,BaroPress,0X1,0X33,0,0,100.00
174139,RunTime,0X1,0X1f,204,0,204.00
174283,AFR,0X1,0X44,0,0,0.90
174357,MAF,0X1,0X10,851,0,2179.00
174437,RPM,0X1,0Xc,0,0,2130.50
174517,EngineLoad,0X1,0X4,0,0,13.33
174518,InstFuelRate_custom,0X0,0X0,0,0,inf
174518,AvgFuelRate_custom,0X0,0X0,0,0,inf
174518,BoostPress_custom,0X0,0X0,0,0,-5.00
174608,CoolantTemp,0X1,0X5,147,0,107.00
174683,OilTemp,0X22,0X5822,166,0,106.00
174764,OilPress,0X22,0X586f,3385,0,12411.00
174833,FuelPress,0X1,0X23,667,0,1707620.00
174908,MAP,0X1,0Xb,96,0,96.00
175284,BaroPress,0X1,0X33,0,0,100.00
175364,RunTime,0X1,0X1f,205,0,205.00
175433,AFR,0X1,0X44,0,0,0.90
175508,MAF,0X1,0X10,737,0,1887.00
175588,RPM,0X1,0Xc,0,0,2148.00
175663,EngineLoad,0X1,0X4,0,0,13.73
175663,InstFuelRate_custom,0X0,0X0,0,0,inf
175663,AvgFuelRate_custom,0X0,0X0,0,0,inf
175663,BoostPress_custom,0X0,0X0,0,0,-4.00
175748,CoolantTemp,0X1,0X5,146,0,106.00
175823,OilTemp,0X22,0X5822,166,0,106.00
175898,OilPress,0X22,0X586f,2991,0,10955.00
175990,FuelPress,0X1,0X23,708,0,1812580.00
176064,MAP,0X1,0Xb,95,0,95.00
176297,BaroPress,0X1,0X33,0,0,100.00
176377,RunTime,0X1,0X1f,206,0,206.00
176988,AFR,0X1,0X44,0,0,0.96
177069,MAF,0X1,0X10,1239,0,3172.00
177143,RPM,0X1,0Xc,0,0,2223.50
177213,EngineLoad,0X1,0X4,0,0,22.75
177214,InstFuelRate_custom,0X0,0X0,0,0,inf
177214,AvgFuelRate_custom,0X0,0X0,0,0,inf
177214,BoostPress_custom,0X0,0X0,0,0,-5.00
177298,CoolantTemp,0X1,0X5,146,0,106.00
177379,OilTemp,0X22,0X5822,166,0,106.00
177461,OilPress,0X22,0X586f,3114,0,11409.00
177535,FuelPress,0X1,0X23,777,0,1989220.00
177614,MAP,0X1,0Xb,96,0,96.00
177683,BaroPress,0X1,0X33,0,0,100.00
177758,RunTime,0X1,0X1f,208,0,208.00
177907,AFR,0X1,0X44,0,0,1.00
177988,MAF,0X1,0X10,1273,0,3259.00
178063,RPM,0X1,0Xc,0,0,2276.00
178137,EngineLoad,0X1,0X4,0,0,21.96
178138,InstFuelRate_custom,0X0,0X0,0,0,inf
178138,AvgFuelRate_custom,0X0,0X0,0,0,inf
178138,BoostPress_custom,0X0,0X0,0,0,-4.00
178228,CoolantTemp,0X1,0X5,146,0,106.00
178310,OilTemp,0X22,0X5822,166,0,106.00
178385,OilPress,0X22,0X586f,3188,0,11683.00
178465,FuelPress,0X1,0X23,775,0,1984100.00
178546,MAP,0X1,0Xb,95,0,95.00
178626,BaroPress,0X1,0X33,0,0,100.00
178705,RunTime,0X1,0X1f,209,0,209.00
178786,AFR,0X1,0X44,0,0,0.99
178867,MAF,0X1,0X10,1178,0,3016.00
178947,RPM,0X1,0Xc,0,0,2322.50
179027,EngineLoad,0X1,0X4,0,0,19.61
179027,InstFuelRate_custom,0X0,0X0,0,0,inf
179027,AvgFuelRate_custom,0X0,0X0,0,0,inf
179027,BoostPress_custom,0X0,0X0,0,0,-5.00
179116,CoolantTemp,0X1,0X5,146,0,106.00
179196,OilTemp,0X22,0X5822,166,0,106.00
179277,OilPress,0X22,0X586f,3262,0,11956.00
179358,FuelPress,0X1,0X23,754,0,1930340.00
179437,MAP,0X1,0Xb,95,0,95.00
179596,BaroPress,0X1,0X33,0,0,100.00
179676,RunTime,0X1,0X1f,210,0,210.00
179756,AFR,0X1,0X44,0,0,0.92
179835,MAF,0X1,0X10,1151,0,2947.00
179915,RPM,0X1,0Xc,0,0,2374.50
179995,EngineLoad,0X1,0X4,0,0,18.82
179995,InstFuelRate_custom,0X0,0X0,0,0,inf
179995,AvgFuelRate_custom,0X0,0X0,0,0,inf
179996,BoostPress_custom,0X0,0X0,0,0,-5.00
180085,CoolantTemp,0X1,0X5,146,0,106.00
180165,OilTemp,0X22,0X5822,166,0,106.00
180246,OilPress,0X22,0X586f,3292,0,12067.00
180325,FuelPress,0X1,0X23,772,0,1976420.00
180405,MAP,0X1,0Xb,95,0,95.00
180558,BaroPress,0X1,0X33,0,0,100.00
180648,RunTime,0X1,0X1f,211,0,211.00
180729,AFR,0X1,0X44,0,0,0.96
180803,MAF,0X1,0X10,1245,0,3188.00
180878,RPM,0X1,0Xc,0,0,2411.50
180959,EngineLoad,0X1,0X4,0,0,10.59
180959,InstFuelRate_custom,0X0,0X0,0,0,inf
180960,AvgFuelRate_custom,0X0,0X0,0,0,inf
180960,BoostPress_custom,0X0,0X0,0,0,-5.00
181044,CoolantTemp,0X1,0X5,146,0,106.00
181125,OilTemp,0X22,0X5822,166,0,106.00
181210,OilPress,0X22,0X586f,2792,0,10219.00
181285,FuelPress,0X1,0X23,421,0,1077860.00
181354,MAP,0X1,0Xb,95,0,95.00
181656,BaroPress,0X1,0X33,0,0,100.00
181736,RunTime,0X1,0X1f,212,0,212.00
181805,AFR,0X1,0X44,0,0,1.64
181875,MAF,0X1,0X10,584,0,1496.00
181944,RPM,0X1,0Xc,0,0,2115.50
182019,EngineLoad,0X1,0X4,0,0,11.76
182019,InstFuelRate_custom,0X0,0X0,0,0,0.48
182019,AvgFuelRate_custom,0X0,0X0,0,0,inf
182019,BoostPress_custom,0X0,0X0,0,0,-5.00
182104,CoolantTemp,0X1,0X5,145,0,105.00
182180,OilTemp,0X22,0X5822,166,0,106.00
182255,OilPress,0X22,0X586f,2902,0,10626.00
182324,FuelPress,0X1,0X23,706,0,1807460.00
182399,MAP,0X1,0Xb,95,0,95.00
182559,BaroPress,0X1,0X33,0,0,100.00
182634,RunTime,0X1,0X1f,213,0,213.00
182858,AFR,0X1,0X44,0,0,0.93
182937,MAF,0X1,0X10,670,0,1716.00
183017,RPM,0X1,0Xc,0,0,2109.50
183097,EngineLoad,0X1,0X4,0,0,12.55
183098,InstFuelRate_custom,0X0,0X0,0,0,inf
183098,AvgFuelRate_custom,0X0,0X0,0,0,inf
183098,BoostPress_custom,0X0,0X0,0,0,-5.00
183188,CoolantTemp,0X1,0X5,145,0,105.00
183264,OilTemp,0X22,0X5822,166,0,106.00
183339,OilPress,0X22,0X586f,3085,0,11302.00
183409,FuelPress,0X1,0X23,679,0,1738340.00
183484,MAP,0X1,0Xb,96,0,96.00
183713,BaroPress,0X1,0X33,0,0,100.00
183788,RunTime,0X1,0X1f,214,0,214.00
183870,AFR,0X1,0X44,0,0,1.54
183944,MAF,0X1,0X10,492,0,1260.00
184029,RPM,0X1,0Xc,0,0,2119.00
184104,EngineLoad,0X1,0X4,0,0,8.24
184104,InstFuelRate_custom,0X0,0X0,0,0,0.41
184104,AvgFuelRate_custom,0X0,0X0,0,0,inf
184104,BoostPress_custom,0X0,0X0,0,0,-4.00
184183,CoolantTemp,0X1,0X5,145,0,105.00
184258,OilTemp,0X22,0X5822,166,0,106.00
184339,OilPress,0X22,0X586f,3305,0,12115.00
184414,FuelPress,0X1,0X23,195,0,499300.00
184484,MAP,0X1,0Xb,95,0,95.00
184866,BaroPress,0X1,0X33,0,0,100.00
184947,RunTime,0X1,0X1f,215,0,215.00
185187,AFR,0X1,0X44,0,0,2.00
185268,MAF,0X1,0X10,442,0,1132.00
185348,RPM,0X1,0Xc,0,0,2109.50
185423,EngineLoad,0X1,0X4,0,0,8.24
185423,InstFuelRate_custom,0X0,0X0,0,0,0.36
185423,AvgFuelRate_custom,0X0,0X0,0,0,inf
185423,BoostPress_custom,0X0,0X0,0,0,-5.00
185508,CoolantTemp,0X1,0X5,144,0,104.00
185588,OilTemp,0X22,0X5822,166,0,106.00
185664,OilPress,0X22,0X586f,3299,0,12093.00
185739,FuelPress,0X1,0X23,566,0,1449060.00
185813,MAP,0X1,0Xb,95,0,95.00
185888,BaroPress,0X1,0X33,0,0,100.00
185968,RunTime,0X1,0X1f,216,0,216.00
186048,AFR,0X1,0X44,0,0,2.00
186129,MAF,0X1,0X10,453,0,1160.00
186204,RPM,0X1,0Xc,0,0,2107.00
186279,EngineLoad,0X1,0X4,0,0,8.24
186279,InstFuelRate_custom,0X0,0X0,0,0,0.37
186279,AvgFuelRate_custom,0X0,0X0,0,0,inf
186279,BoostPress_custom,0X0,0X0,0,0,-5.00
186363,CoolantTemp,0X1,0X5,144,0,104.00
186439,OilTemp,0X22,0X5822,166,0,106.00
186520,OilPress,0X22,0X586f,3278,0,12015.00
186600,FuelPress,0X1,0X23,571,0,1461860.00
186674,MAP,0X1,0Xb,95,0,95.00
186988,BaroPress,0X1,0X33,0,0,100.00
187069,RunTime,0X1,0X1f,217,0,217.00
187224,AFR,0X1,0X44,0,0,2.00
187308,MAF,0X1,0X10,437,0,1119.00
187383,RPM,0X1,0Xc,0,0,2097.00
187458,EngineLoad,0X1,0X4,0,0,8.63
187458,InstFuelRate_custom,0X0,0X0,0,0,0.36
187458,AvgFuelRate_custom,0X0,0X0,0,0,inf
187458,BoostPress_custom,0X0,0X0,0,0,-5.00
187544,CoolantTemp,0X1,0X5,143,0,103.00
187619,OilTemp,0X22,0X5822,166,0,106.00
187701,OilPress,0X22,0X586f,3175,0,11635.00
187775,FuelPress,0X1,0X23,568,0,1454180.00
187855,MAP,0X1,0Xb,95,0,95.00
188013,BaroPress,0X1,0X33,0,0,100.00
188089,RunTime,0X1,0X1f,218,0,218.00
188396,AFR,0X1,0X44,0,0,2.00
188476,MAF,0X1,0X10,448,0,1147.00
188556,RPM,0X1,0Xc,0,0,2091.50
188625,EngineLoad,0X1,0X4,0,0,8.63
188625,InstFuelRate_custom,0X0,0X0,0,0,0.37
188625,AvgFuelRate_custom,0X0,0X0,0,0,inf
188625,BoostPress_custom,0X0,0X0,0,0,-5.00
188704,CoolantTemp,0X1,0X5,143,0,103.00
188780,OilTemp,0X22,0X5822,166,0,106.00
188855,OilPress,0X22,0X586f,3049,0,11169.00
188925,FuelPress,0X1,0X23,560,0,1433700.00
189009,MAP,0X1,0Xb,95,0,95.00
189084,BaroPress,0X1,0X33,0,0,100.00
189159,RunTime,0X1,0X1f,219,0,219.00
189399,AFR,0X1,0X44,0,0,2.00
189480,MAF,0X1,0X10,462,0,1183.00
189560,RPM,0X1,0Xc,0,0,2088.00
189634,EngineLoad,0X1,0X4,0,0,8.24
189635,InstFuelRate_custom,0X0,0X0,0,0,0.38
189635,AvgFuelRate_custom,0X0,0X0,0,0,inf
189635,BoostPress_custom,0X0,0X0,0,0,-5.00
189719,CoolantTemp,0X1,0X5,143,0,103.00
189800,OilTemp,0X22,0X5822,166,0,106.00
189875,OilPress,0X22,0X586f,2965,0,10859.00
189955,FuelPress,0X1,0X23,556,0,1423460.00
190023,MAP,0X1,0Xb,96,0,96.00
190176,BaroPress,0X1,0X33,0,0,100.00
190257,RunTime,0X1,0X1f,220,0,220.00
190336,AFR,0X1,0X44,0,0,2.00
190416,MAF,0X1,0X10,473,0,1211.00
190484,RPM,0X1,0Xc,0,0,2076.00
190559,EngineLoad,0X1,0X4,0,0,8.24
190560,InstFuelRate_custom,0X0,0X0,0,0,0.39
190560,AvgFuelRate_custom,0X0,0X0,0,0,inf
190560,BoostPress_custom,0X0,0X0,0,0,-4.00
190644,CoolantTemp,0X1,0X5,143,0,103.00
190719,OilTemp,0X22,0X5822,166,0,106.00
190800,OilPress,0X22,0X586f,2906,0,10641.00
190875,FuelPress,0X1,0X23,554,0,1418340.00
190955,MAP,0X1,0Xb,95,0,95.00
191024,BaroPress,0X1,0X33,0,0,100.00
191099,RunTime,0X1,0X1f,221,0,221.00
191488,AFR,0X1,0X44,0,0,2.00
191563,MAF,0X1,0X10,420,0,1076.00
191649,RPM,0X1,0Xc,0,0,2047.00
191725,EngineLoad,0X1,0X4,0,0,8.24
191725,InstFuelRate_custom,0X0,0X0,0,0,0.35
191725,AvgFuelRate_custom,0X0,0X0,0,0,inf
191725,BoostPress_custom,0X0,0X0,0,0,-5.00
191815,CoolantTemp,0X1,0X5,143,0,103.00
191896,OilTemp,0X22,0X5822,166,0,106.00
191976,OilPress,0X22,0X586f,2839,0,10393.00
192056,FuelPress,0X1,0X23,192,0,491620.00
192135,MAP,0X1,0Xb,95,0,95.00
192215,BaroPress,0X1,0X33,0,0,100.00
192284,RunTime,0X1,0X1f,222,0,222.00
192359,AFR,0X1,0X44,0,0,2.00
192440,MAF,0X1,0X10,445,0,1140.00
192514,RPM,0X1,0Xc,0,0,2063.50
192583,EngineLoad,0X1,0X4,0,0,8.24
192584,InstFuelRate_custom,0X0,0X0,0,0,0.37
192584,AvgFuelRate_custom,0X0,0X0,0,0,inf
192584,BoostPress_custom,0X0,0X0,0,0,-5.00
192668,CoolantTemp,0X1,0X5,143,0,103.00
192749,OilTemp,0X22,0X5822,165,0,105.00
192825,OilPress,0X22,0X586f,2856,0,10456.00
192905,FuelPress,0X1,0X23,457,0,1170020.00
192985,MAP,0X1,0Xb,95,0,95.00
193059,BaroPress,0X1,0X33,0,0,100.00
193140,RunTime,0X1,0X1f,223,0,223.00
193215,AFR,0X1,0X44,0,0,2.00
193284,MAF,0X1,0X10,476,0,1219.00
193359,RPM,0X1,0Xc,0,0,2069.00
193438,EngineLoad,0X1,0X4,0,0,8.24
193438,InstFuelRate_custom,0X0,0X0,0,0,0.39
193438,AvgFuelRate_custom,0X0,0X0,0,0,inf
193438,BoostPress_custom,0X0,0X0,0,0,-5.00
193523,CoolantTemp,0X1,0X5,143,0,103.00
193598,OilTemp,0X22,0X5822,165,0,105.00
193679,OilPress,0X22,0X586f,2906,0,10641.00
193754,FuelPress,0X1,0X23,572,0,1464420.00
193824,MAP,0X1,0Xb,95,0,95.00
193899,BaroPress,0X1,0X33,0,0,100.00
193979,RunTime,0X1,0X1f,224,0,224.00
194139,AFR,0X1,0X44,0,0,2.00
194220,MAF,0X1,0X10,487,0,1247.00
194300,RPM,0X1,0Xc,0,0,2072.00
194375,EngineLoad,0X1,0X4,0,0,8.24
194375,InstFuelRate_custom,0X0,0X0,0,0,0.40
194375,AvgFuelRate_custom,0X0,0X0,0,0,inf
194375,BoostPress_custom,0X0,0X0,0,0,-5.00
194465,CoolantTemp,0X1,0X5,143,0,103.00
194545,OilTemp,0X22,0X5822,165,0,105.00
194626,OilPress,0X22,0X586f,2985,0,10932.00
194705,FuelPress,0X1,0X23,573,0,1466980.00
194786,MAP,0X1,0Xb,96,0,96.00
195008,BaroPress,0X1,0X33,0,0,100.00
195087,RunTime,0X1,0X1f,225,0,225.00
195323,AFR,0X1,0X44,0,0,2.00
195398,MAF,0X1,0X10,489,0,1252.00
195476,RPM,0X1,0Xc,0,0,2063.00
195556,EngineLoad,0X1,0X4,0,0,8.24
195557,InstFuelRate_custom,0X0,0X0,0,0,0.40
195557,AvgFuelRate_custom,0X0,0X0,0,0,inf
195557,BoostPress_custom,0X0,0X0,0,0,-4.00
195648,CoolantTemp,0X1,0X5,143,0,103.00
195727,OilTemp,0X22,0X5822,165,0,105.00
195808,OilPress,0X22,0X586f,3072,0,11254.00
195888,FuelPress,0X1,0X23,555,0,1420900.00
195964,MAP,0X1,0Xb,96,0,96.00
196038,BaroPress,0X1,0X33,0,0,100.00
196119,RunTime,0X1,0X1f,226,0,226.00
196199,AFR,0X1,0X44,0,0,2.00
196280,MAF,0X1,0X10,420,0,1076.00
196360,RPM,0X1,0Xc,0,0,2066.50
196440,EngineLoad,0X1,0X4,0,0,8.24
196440,InstFuelRate_custom,0X0,0X0,0,0,0.35
196440,AvgFuelRate_custom,0X0,0X0,0,0,inf
196440,BoostPress_custom,0X0,0X0,0,0,-4.00
196525,CoolantTemp,0X1,0X5,143,0,103.00
196600,OilTemp,0X22,0X5822,165,0,105.00
196680,OilPress,0X22,0X586f,3122,0,11439.00
196760,FuelPress,0X1,0X23,543,0,1390180.00
196835,MAP,0X1,0Xb,95,0,95.00
197057,BaroPress,0X1,0X33,0,0,100.00
197137,RunTime,0X1,0X1f,227,0,227.00
197376,AFR,0X1,0X44,0,0,2.00
197456,MAF,0X1,0X10,431,0,1104.00
197537,RPM,0X1,0Xc,0,0,2051.00
197617,EngineLoad,0X1,0X4,0,0,8.24
197617,InstFuelRate_custom,0X0,0X0,0,0,0.36
197617,AvgFuelRate_custom,0X0,0X0,0,0,inf
197617,BoostPress_custom,0X0,0X0,0,0,-5.00
197707,CoolantTemp,0X1,0X5,143,0,103.00
197788,OilTemp,0X22,0X5822,165,0,105.00
197869,OilPress,0X22,0X586f,3180,0,11653.00
197949,FuelPress,0X1,0X23,508,0,1300580.00
198024,MAP,0X1,0Xb,96,0,96.00
198185,BaroPress,0X1,0X33,0,0,100.00
198270,RunTime,0X1,0X1f,228,0,228.00
198345,AFR,0X1,0X44,0,0,2.00
198425,MAF,0X1,0X10,456,0,1168.00
198499,RPM,0X1,0Xc,0,0,2046.50
198580,EngineLoad,0X1,0X4,0,0,8.24
198580,InstFuelRate_custom,0X0,0X0,0,0,0.38
198581,AvgFuelRate_custom,0X0,0X0,0,0,inf
198581,BoostPress_custom,0X0,0X0,0,0,-4.00
198665,CoolantTemp,0X1,0X5,143,0,103.00
198740,OilTemp,0X22,0X5822,165,0,105.00
198816,OilPress,0X22,0X586f,3220,0,11801.00
198896,FuelPress,0X1,0X23,510,0,1305700.00
198976,MAP,0X1,0Xb,96,0,96.00
199136,BaroPress,0X1,0X33,0,0,100.00
199216,RunTime,0X1,0X1f,229,0,229.00
199296,AFR,0X1,0X44,0,0,2.00
199377,MAF,0X1,0X10,448,0,1147.00
199455,RPM,0X1,0Xc,0,0,2043.50
